name,followers,popularity,genres,chart_hits
Aanysa,5657.0,31,[],"['bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'id (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)']"
El Super Nuevo,101249.0,45,"['dembow', 'dominican pop', 'rap dominicano']",['do (5)']
Sagopa Kajmer,3152820.0,65,"['turkish hip hop', 'turkish trap']","['cy (1)', 'tr (34)']"
YUMDDA,44030.0,45,['k-rap'],['kr (2)']
Martin Solveig,1204266.0,65,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']","['gb (7)', 'ar (2)', 'au (2)', 'at (7)', 'be (7)', 'bo (1)', 'bg (2)', 'ca (2)', 'cy (1)', 'cz (4)', 'dk (2)', 'do (1)', 'ee (3)', 'fi (1)', 'fr (6)', 'de (7)', 'gr (2)', 'hu (3)', 'is (1)', 'ie (8)', 'it (2)', 'lv (4)', 'lt (4)', 'lu (4)', 'my (1)', 'mt (5)', 'mx (3)', 'nl (6)', 'nz (1)', 'no (2)', 'py (1)', 'pl (4)', 'pt (1)', 'sg (1)', 'sk (3)', 'es (1)', 'se (2)', 'ch (6)', 'uy (1)']"
EmilyZimmer,0.0,0,[],['bo (1)']
Meeia Foo,4950.0,30,"['malaysian mandopop', 'mandopop', 'taiwan pop']",['tw (1)']
Trap City,301518.0,14,['bass trap'],"['is (1)', 'no (1)', 'se (1)']"
Auryn,116072.0,34,['latin viral pop'],['es (5)']
Sayfar,850.0,39,[],['za (1)']
Aastha Gill,2587080.0,63,"['desi pop', 'modern bollywood']",['in (3)']
Jayh,83427.0,55,"['dutch hip hop', 'dutch pop', 'dutch rap pop']",['nl (22)']
Mohit Chauhan,5707604.0,71,"['desi pop', 'filmi', 'modern bollywood']",['in (4)']
Darlene Love,45714.0,42,['brill building pop'],"['us (2)', 'gb (2)', 'au (3)', 'at (1)', 'be (1)', 'bg (1)', 'ca (2)', 'cy (1)', 'cz (1)', 'ee (1)', 'de (2)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (2)', 'nz (2)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'za (1)', 'se (2)', 'ch (1)', 'ae (1)']"
Lil Gemi,2005.0,28,[],['se (1)']
Miss Ko,17236.0,30,['taiwan hip hop'],['tw (8)']
Snow Patrol,2673511.0,67,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']","['gb (1)', 'au (1)', 'be (1)', 'ie (2)', 'my (1)', 'mt (1)', 'py (1)', 'ph (1)', 'sg (1)']"
miwa,812004.0,52,"['anime', 'anime rock', 'j-idol', 'j-pop', 'j-poprock', 'j-rock']",['jp (5)']
Todd Helder,20525.0,30,['electronic trap'],['sa (1)']
Cancun,1400.0,32,[],['it (1)']
P T K,55241.0,53,"['czech hip hop', 'czsk hip hop']","['cz (18)', 'sk (4)']"
Dixie,1019571.0,51,['social media pop'],"['gb (1)', 'au (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'ee (1)', 'ie (1)', 'nz (1)', 'no (3)', 'za (1)', 'ae (1)']"
Standly,377744.0,75,['urbano chileno'],"['ar (2)', 'bo (2)', 'cl (9)', 'ec (2)', 'sv (1)', 'gt (1)', 'py (2)', 'pe (2)', 'es (1)', 'uy (2)']"
Tshego,151243.0,38,"['south african hip hop', 'south african pop', 'south african trap']",['za (1)']
Simon Field,45280.0,51,['norwegian house'],['no (1)']
Monica Zetterlund,46014.0,44,"['classic swedish pop', 'swedish jazz']",['se (1)']
BM Production,144.0,0,[],['sa (1)']
Tempalay,116854.0,44,"['j-rock', 'japanese alternative rock']",['jp (1)']
Kristian Meurman,1924.0,27,['finnish pop'],['fi (1)']
Taisto Tapulist,5478.0,34,"['finnish hip hop', 'suomirap']",['fi (1)']
Waa Wei,185169.0,49,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",['tw (27)']
Trevor Guthrie,11025.0,53,['canadian pop'],"['ca (1)', 'nl (1)']"
Dylan Carbone,5788.0,28,[],['do (2)']
Gilsons,198154.0,64,['nova mpb'],['br (1)']
ZIAN,7461.0,39,"['swiss indie', 'swiss pop']",['ch (1)']
Renge Miyauchi,16025.0,34,[],['sa (1)']
Mehmet Erdem,588456.0,48,"['turkish jazz', 'turkish pop', 'turkish rock']",['tr (4)']
Andante,11439.0,1,[],['hk (1)']
why mona,42648.0,60,['la pop'],"['in (1)', 'sa (1)', 'tr (1)']"
BLOOM VASE,283545.0,51,"['j-pop', 'japanese pop rap']",['jp (3)']
Benny Dayal,3226162.0,68,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']","['in (1)', 'my (1)']"
Ati242,311580.0,63,"['turkish hip hop', 'turkish trap pop']","['cy (4)', 'tr (28)']"
YENA,212726.0,55,['k-pop'],"['hk (1)', 'id (1)', 'sg (1)', 'kr (2)', 'tw (1)']"
Stereo Luchs,13533.0,40,"['schweizer rap', 'swiss hip hop', 'swiss indie', 'swiss reggae']",['ch (1)']
Luther Vandross,2337244.0,62,"['contemporary r&b', 'funk', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']","['gb (1)', 'hu (1)', 'ie (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'no (1)', 'tw (1)']"
Mooki,94022.0,40,['israeli pop'],['il (2)']
Mohammed Bin Grman,78293.0,37,['sheilat'],['sa (7)']
Lillasyster,57726.0,44,"['danspunk', 'eurovision', 'swedish alternative rock']",['se (2)']
Achero,4199.0,34,"['hip hop tuga', 'trap tuga']",['pt (1)']
Near,46806.0,0,['lagu timur'],['id (1)']
Benny Anderssons Orkester,38634.0,42,"['classic swedish pop', 'swedish jazz']",['se (1)']
Lil Kleine,1078208.0,64,"['dutch hip hop', 'dutch rap pop']","['at (1)', 'be (57)', 'dk (1)', 'ee (1)', 'de (1)', 'is (1)', 'nl (86)']"
Olavi Uusivirta,40125.0,49,"['finnish pop', 'suomi rock']",['fi (16)']
20syl,113352.0,47,"['popping', 'vapor twitch']",['fr (1)']
Bon Entendeur,187017.0,58,"['french indie pop', 'new french touch']","['be (1)', 'fr (1)', 'lu (1)']"
Diablo,19601.0,33,"['finnish melodeath', 'finnish metal', 'melodic groove metal']",['fi (3)']
David Deyl,20221.0,40,"['classic czech pop', 'czech pop', 'slovak pop']",['cz (1)']
BOL4,1567834.0,62,['k-pop'],"['hk (1)', 'id (2)', 'my (1)', 'kr (6)', 'tw (2)', 'th (3)', 'vn (2)']"
Freya Ridings,310471.0,60,['uk pop'],"['gb (2)', 'au (1)', 'at (1)', 'be (1)', 'cy (1)', 'fr (1)', 'de (1)', 'ie (2)', 'lu (1)', 'mt (1)', 'nz (1)', 'ch (1)']"
Shouse,94087.0,71,"['aussietronica', 'pop dance']","['gb (1)', 'au (1)', 'at (3)', 'be (3)', 'bg (3)', 'ca (1)', 'cy (4)', 'cz (3)', 'dk (2)', 'ee (4)', 'fi (2)', 'fr (2)', 'de (3)', 'gr (3)', 'hu (3)', 'is (2)', 'ie (2)', 'il (2)', 'it (1)', 'lv (4)', 'lt (3)', 'lu (3)', 'ma (1)', 'nl (3)', 'nz (1)', 'no (2)', 'pl (3)', 'pt (1)', 'ro (2)', 'ru (1)', 'sk (3)', 'za (1)', 'es (1)', 'se (2)', 'ch (3)', 'ua (2)', 'ae (2)']"
Takt32,26882.0,54,"['deep german hip hop', 'german cloud rap', 'german hip hop']","['at (1)', 'de (4)']"
Cyrus Villanueva,0.0,21,['australian talent show'],['au (2)']
Maddie & Tae,963576.0,64,"['contemporary country', 'country', 'country road', 'pop']","['us (2)', 'ca (1)']"
Gabrielle Aplin,659450.0,61,"['acoustic pop', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']","['gb (1)', 'at (1)', 'br (1)', 'de (1)', 'tw (1)']"
Mgk666,117887.0,53,['romanian trap'],['ro (37)']
Joni Mitchell,1227899.0,54,"['canadian singer-songwriter', 'folk', 'folk rock', 'indie r&b', 'singer-songwriter']","['at (1)', 'pl (1)', 'pt (1)', 'ch (1)']"
The Jungle Giants,236517.0,57,"['australian indie', 'australian pop']",['au (4)']
Sevn Alias,391139.0,62,"['antilliaanse rap', 'dutch hip hop', 'dutch rap pop']","['be (25)', 'nl (147)']"
Tessa,55658.0,54,['danish pop'],['dk (14)']
EXTRALISCIO,4265.0,21,[],['it (1)']
Datuk Sharifah Aini,18865.0,28,['classic malaysian pop'],['my (4)']
Tzanca Uraganu,56656.0,23,['manele'],['ro (1)']
AmPm,45145.0,44,['japanese dance pop'],"['jp (2)', 'tw (2)']"
Ramy Ayach,420008.0,41,"['arab pop', 'lebanese pop']",['eg (1)']
Bastard!,2382.0,33,[],['ua (1)']
FrozenGangBeatz,7285.0,30,['russian viral rap'],"['ru (1)', 'ua (1)']"
Jessica,66.0,18,[],"['hk (1)', 'id (1)', 'my (1)', 'tw (1)']"
24Heavy,14606.0,37,['atl trap'],['lv (1)']
AlunaGeorge,428270.0,62,"['electropop', 'house', 'tropical house']","['us (1)', 'gb (3)', 'ar (1)', 'au (5)', 'at (1)', 'be (2)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (3)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (2)', 'de (1)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (3)', 'is (1)', 'ie (2)', 'it (1)', 'lv (3)', 'lt (4)', 'lu (1)', 'my (1)', 'mt (2)', 'mx (1)', 'nl (2)', 'nz (3)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (1)', 'sg (2)', 'sk (3)', 'es (1)', 'se (1)', 'ch (2)', 'tw (1)', 'tr (1)', 'uy (1)']"
El Canto Del Loco,875927.0,63,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']","['ar (1)', 'mx (1)', 'es (3)']"
Teske,20637.0,33,['dutch pop'],['nl (5)']
Q' Lokura,405601.0,65,[],['ar (1)']
NorthKid,5629.0,36,['norwegian pop'],['no (2)']
JP THE WAVY,142652.0,57,"['j-rap', 'japanese trap']",['jp (3)']
Thea Sofie,722.0,25,"['mgpjr', 'talentkonkurranse']",['no (1)']
Harry,879.0,31,[],['my (1)']
Artik & Asti,838954.0,55,['russian pop'],"['ee (2)', 'lv (1)', 'ru (5)', 'ua (4)']"
Cavallini,1110.0,31,['finnish drill'],['fi (2)']
Celia Cruz y La Sonora Matancera,7581.0,18,[],['ni (1)']
Kate Winslet,7674.0,35,[],"['at (1)', 'de (1)', 'ch (1)']"
Elias,1699.0,29,[],['dk (3)']
Coolkiid Da Vocalist,16617.0,30,"['afro soul', 'south african pop']",['za (1)']
Bad Boy Chiller Crew,184526.0,62,['indie hip hop'],"['gb (5)', 'ie (1)']"
Outasight,64664.0,39,"['bossbeat', 'soul flow']",['cl (1)']
Sykur,4679.0,26,"['icelandic electronic', 'icelandic pop', 'icelandic rock']",['is (1)']
Midi Blosso,2512.0,42,['sped up'],['sa (1)']
Richie Jen,107496.0,46,"['c-pop', 'classic mandopop', 'mandopop', 'taiwan pop']",['tw (1)']
Leyenda Barrial Boy'z,395.0,0,[],"['do (1)', 'py (1)']"
Quang Long,575.0,0,['vietnamese bolero'],['vn (2)']
Sani,2081.0,25,"['finnish pop', 'iskelma']",['fi (3)']
Yorik Ben David,199.0,27,"[""muzika l'yeladim""]",['il (1)']
Siti Badriah,457900.0,38,"['dangdut', 'dangdut koplo', 'dangdut remix']","['id (1)', 'my (1)', 'sg (1)']"
Pakkitka,1639.0,28,[],['ua (1)']
Chrisanti,95.0,14,[],['pa (1)']
Midnight Office,20.0,0,[],['ni (1)']
Nikitata,34436.0,51,"['russian alt pop', 'russian hip hop']","['ee (1)', 'lv (1)', 'ru (4)', 'ua (3)']"
Emily & Justice,2095.0,34,[],['cz (1)']
Calcutta ,586635.0,59,"['italian indie pop', 'rome indie']",['it (14)']
Santa Maradona F.C.,1148.0,20,[],"['es (1)', 'uy (1)']"
Daoko,325093.0,54,"['j-pixie', 'japanese electropop']",['jp (1)']
Acezz,74.0,0,[],['hk (1)']
Geegun,241726.0,46,"['russian dance', 'russian dance pop', 'russian hip hop', 'russian pop']","['ee (2)', 'lv (2)', 'lt (1)', 'ru (2)', 'sk (1)', 'ua (2)']"
DJ Berlin,379.0,7,['finnish dance pop'],['fi (1)']
Mora,745169.0,82,"['reggaeton', 'trap latino']","['us (1)', 'ar (5)', 'bo (6)', 'cl (18)', 'co (16)', 'cr (14)', 'do (23)', 'ec (11)', 'sv (15)', 'gt (8)', 'hn (20)', 'mx (4)', 'ni (14)', 'pa (18)', 'py (5)', 'pe (5)', 'pt (1)', 'es (17)', 'ch (1)', 'uy (5)']"
Critical,63893.0,54,"['new school turkce rap', 'turkce drill', 'turkish hip hop', 'turkish trap pop']",['tr (1)']
Kpoint,270191.0,46,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']","['be (1)', 'fr (1)', 'lu (1)', 'ch (1)']"
D5R,846.0,1,[],['be (1)']
Young Adz,166277.0,59,['uk hip hop'],['gb (1)']
XO Cupid,4981.0,45,['tropical house'],"['no (1)', 'se (2)']"
Djodje,147673.0,48,"['kizomba', 'musica santomense', 'portuguese pop']",['pt (5)']
Nkulee501,14388.0,43,['amapiano'],['za (1)']
Spade427,9298.0,34,"['turkish hip hop', 'turkish trap pop']",['tr (1)']
Mary J. Blige,3291985.0,70,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']","['be (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'it (2)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'pl (1)', 'sg (1)', 'sk (1)', 'za (1)', 'ch (1)']"
Tamer Ashour,1584661.0,47,"['arab pop', 'egyptian pop']",['eg (13)']
Mixer,57144.0,46,"['mandopop', 'taiwan indie', 'taiwan pop']",['tw (3)']
Lilas ir Innomine,34026.0,37,"['lithuanian hip hop', 'lithuanian pop']",['lt (33)']
ENLEO,5222.0,41,[],['ua (1)']
P3,1611.0,29,[],['dk (2)']
Hugo TSR,223075.0,54,"['french hip hop', 'rap conscient', 'rap inde']",['fr (5)']
Erica Banks,83878.0,54,"['rap', 'trap queen', 'viral rap']","['us (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'lv (1)', 'sa (1)', 'za (1)']"
Wonayd,124.0,2,['icelandic hip hop'],['is (1)']
The Clash,2384857.0,70,"['classic rock', 'permanent wave', 'punk', 'rock']","['gb (1)', 'be (1)', 'br (1)', 'ca (1)', 'cz (1)', 'gr (1)', 'hu (1)', 'ie (1)', 'lt (1)', 'lu (1)', 'pl (2)', 'pt (1)', 'sk (1)', 'ch (1)']"
Kartellen,64702.0,47,"['swedish gangsta rap', 'swedish hip hop', 'swedish reggae', 'swedish trap pop']",['se (5)']
Wes Walker,16352.0,48,['viral trap'],['us (1)']
Nicole Atkins,29842.0,36,['pop soul'],['se (1)']
SafahMusic,14130.0,30,['gulf hip hop'],['sa (3)']
Leo Ku,209208.0,55,"['c-pop', 'cantopop']","['hk (11)', 'tw (2)']"
La Luz Roja De San Marcos,69086.0,47,"['cumbia', 'cumbia salvadorena', 'musica costena', 'tropical']","['sv (1)', 'hn (1)']"
Furytto,8602.0,35,"['lithuanian pop', 'lithuanian trap']",['lt (7)']
Lamanif,21597.0,37,['greek drill'],['gr (6)']
Skardu,2723.0,33,['czsk hyperpop'],['cz (1)']
Sigma,295027.0,61,"['dance pop', 'dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk pop']","['gb (10)', 'au (4)', 'at (5)', 'be (4)', 'bg (1)', 'ca (1)', 'cz (4)', 'dk (2)', 'sv (1)', 'ee (5)', 'fi (2)', 'de (5)', 'gr (1)', 'hn (1)', 'hu (4)', 'is (1)', 'ie (9)', 'lv (3)', 'lt (3)', 'mt (2)', 'nl (2)', 'nz (3)', 'pl (2)', 'pt (3)', 'sk (3)', 'se (1)', 'ch (1)', 'tr (1)']"
Rochelle,11034.0,43,['dutch r&b'],['nl (2)']
Andrea E Gonzalez,9.0,0,[],['sa (1)']
Ricardo Arjona,9958727.0,76,"['cantautor', 'latin arena pop', 'latin pop', 'rock en espanol']","['ar (6)', 'bo (7)', 'cl (2)', 'co (1)', 'cr (19)', 'do (24)', 'ec (5)', 'sv (6)', 'gt (48)', 'hn (14)', 'mx (5)', 'ni (9)', 'pa (9)', 'py (2)', 'pe (1)', 'uy (1)']"
Ian,255690.0,60,['romanian trap'],['ro (54)']
ZetHa,52265.0,52,"['polish hip hop', 'polish trap']",['pl (3)']
KeBlack,1030898.0,60,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']","['be (1)', 'fr (14)', 'lu (1)', 'nl (1)', 'ch (1)']"
Lennixx,4635.0,22,[],['se (1)']
Newkid,61134.0,58,"['swedish idol pop', 'swedish pop']","['lu (1)', 'se (23)']"
Mike Posner,1290907.0,70,"['dance pop', 'edm', 'pop', 'pop rap']","['us (2)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (2)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (3)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (3)', 'fi (4)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (2)', 'is (2)', 'id (2)', 'ie (3)', 'il (1)', 'it (1)', 'lv (3)', 'lt (5)', 'lu (1)', 'my (4)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (2)', 'ni (1)', 'no (6)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (1)', 'pt (1)', 'sa (2)', 'sg (4)', 'sk (3)', 'es (1)', 'se (2)', 'ch (2)', 'tw (1)', 'tr (1)', 'ae (1)', 'uy (1)', 'ad (1)']"
Qzeng,9687.0,38,['german hip hop'],"['at (1)', 'de (1)']"
Neptunica,18164.0,59,"['german dance', 'pop dance']","['at (1)', 'de (1)']"
Cheo Feliciano,450507.0,48,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",['pa (2)']
Street Rappers,32.0,0,[],"['ar (1)', 'bo (1)', 'cl (1)', 'co (1)', 'cr (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mt (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']"
Eduardo Costa,2722549.0,65,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (3)']
Luantan Ascent,4492.0,28,['taiwan pop'],['tw (1)']
Roc Boyz,20127.0,59,['norwegian pop'],['no (9)']
Cizzo,696.0,32,[],['dk (1)']
Fomins,26.0,3,[],['lv (1)']
Loubet,1369619.0,59,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (1)']
Big Wade,355.0,4,[],['hk (1)']
Dendemann,152095.0,37,"['german alternative rap', 'german reggae', 'hamburg hip hop']",['de (2)']
Eve,1125313.0,67,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'r&b', 'rap', 'urban contemporary']",['ca (1)']
You+Me,100697.0,39,[],"['at (1)', 'be (1)', 'ca (1)', 'fr (1)', 'de (1)', 'hu (1)', 'lt (1)', 'nl (1)', 'no (1)', 'pl (1)', 'sg (1)', 'es (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
Vurra,162.0,37,"['dutch hip hop', 'dutch rap pop']",['nl (1)']
twinsmatic,14399.0,34,"['pop urbaine', 'rap francais']",['fr (1)']
Hwang Sang Jun,5614.0,41,['korean soundtrack'],['sa (1)']
Angela Torres,132549.0,56,"['argentine telepop', 'latin viral pop']","['ar (1)', 'uy (1)']"
Cornelio Vega y su Dinastia,2273264.0,59,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",['mx (1)']
Julia Sheer,71888.0,46,"['channel pop', 'viral pop']","['ar (1)', 'cl (1)', 'gr (1)', 'is (1)', 'lt (1)', 'my (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
The Face 1234,13.0,0,[],['ni (2)']
Grogi,120474.0,45,['turkish hip hop'],['tr (2)']
Stap,62607.0,53,"['new school turkce rap', 'turkish hip hop', 'turkish trap', 'turkish trap pop']",['tr (1)']
Jay Jay,3146.0,31,"['classic malaysian pop', 'rock kapak']",['my (1)']
Outkast,2035367.0,74,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']","['us (1)', 'gb (3)', 'ar (1)', 'au (3)', 'at (1)', 'be (3)', 'br (1)', 'ca (3)', 'cl (1)', 'co (1)', 'cz (2)', 'ee (2)', 'fr (2)', 'de (1)', 'gr (1)', 'hu (2)', 'ie (3)', 'lv (3)', 'lt (3)', 'lu (1)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (3)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'sk (1)', 'es (2)', 'se (1)', 'ch (3)', 'uy (1)']"
BKO,27687.0,52,"['dutch hip hop', 'dutch rap pop']",['nl (10)']
yoyo,11.0,0,[],['do (1)']
Shirley Chen,108895.0,13,['mainland chinese pop'],"['hk (2)', 'my (2)', 'sg (2)', 'tw (2)']"
Tash Sultana,1496769.0,62,['australian reggae fusion'],"['au (7)', 'nz (2)', 'tr (1)']"
Parcels,591981.0,64,"['aussietronica', 'indie soul']",['fr (1)']
Beach Bunny,1003900.0,70,"['bubblegrunge', 'chicago indie', 'indie pop', 'indie rock']","['us (1)', 'gb (1)', 'au (1)', 'ca (1)', 'ee (1)', 'id (2)', 'ie (1)', 'lv (1)', 'my (2)', 'nz (1)', 'ph (1)', 'sa (1)', 'sg (1)', 'ae (1)']"
Kinderliedjes,28563.0,49,['muziek voor kinderen'],['nl (8)']
Capital T,174774.0,53,"['albanian hip hop', 'albanian pop', 'kosovan pop']","['de (1)', 'hu (1)', 'ch (4)']"
slowthai,449366.0,62,"['rap', 'uk alternative hip hop', 'uk hip hop', 'underground hip hop']","['gb (7)', 'ee (1)', 'ie (1)', 'lv (1)', 'ru (1)', 'ua (1)']"
Dolcenera,26267.0,33,['italian adult pop'],['it (1)']
Roi 6/12,10971.0,50,['greek trap'],['gr (3)']
Payy,46034.0,41,['german hip hop'],"['at (1)', 'de (2)']"
Ruusut,10200.0,34,"['finnish electro', 'finnish indie', 'finnish pop', 'suomi rock']",['fi (13)']
Lon'nie,660.0,0,[],['lt (1)']
HUSH,12782.0,34,['chinese indie'],['tw (3)']
Nullzweizwei,68388.0,57,"['german hip hop', 'german trap']",['de (3)']
Gery-Nikol,36952.0,28,"['bulgarian hip hop', 'bulgarian pop']",['bg (12)']
Tanxugueiras,81124.0,46,['galician folk'],['es (3)']
Eyal Golan,668793.0,57,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",['il (45)']
Faraón Love Shady,288526.0,53,['trap peruano'],"['bo (1)', 'pe (2)']"
Ciro y los Persas,866461.0,60,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']","['ar (4)', 'py (1)', 'uy (3)']"
Rebecca,333243.0,52,"['funk 150 bpm', 'funk carioca', 'pop lgbtq+ brasileira']",['br (3)']
Fynn Kliemann,271963.0,52,['german pop'],"['at (3)', 'de (23)']"
NB,4935.0,28,['hungarian hip hop'],['hu (1)']
Kenny Rogers,2170087.0,67,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']","['gb (2)', 'au (1)', 'ca (1)', 'ie (1)', 'nz (1)', 'ph (1)', 'se (1)']"
Tom Speight,56977.0,50,"['channel pop', 'indie folk', 'uk pop', 'viral pop']",['pt (1)']
molotof,16437.0,0,['egyptian hip hop'],['eg (3)']
Ice Tamonwan,2187.0,29,[],['th (1)']
Elephant Kashimashi,275383.0,48,"['classic j-rock', 'j-pop', 'j-rock']",['jp (1)']
nkeeei,18689.0,50,['russian hip hop'],"['lv (1)', 'ua (2)']"
Baby K,1283469.0,57,"['italian adult pop', 'italian pop']","['fi (1)', 'fr (1)', 'it (9)', 'ch (4)']"
El Sawareekh,134293.0,40,['mahraganat'],"['eg (4)', 'sa (1)']"
Palaphol,121489.0,35,"['thai folk rock', 'thai pop']",['th (1)']
M. Pokora,651093.0,53,"['francoton', 'french pop', 'variete francaise']","['be (1)', 'fr (9)', 'lu (1)']"
Alpha Wann,351927.0,62,"['french hip hop', 'pop urbaine']","['be (3)', 'fr (16)', 'ch (1)']"
Tatli,16018.0,41,[],['ee (1)']
Maxwell,189317.0,65,['german hip hop'],"['at (6)', 'de (26)', 'ch (6)']"
Marcos da costa,35079.0,32,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']",['uy (5)']
Falusko,0.0,0,[],['sk (1)']
Ville Valo & Agents,19864.0,26,['rautalanka'],['fi (6)']
MC Keron,36208.0,25,['brega funk'],['br (1)']
Illya Kuryaki & The Valderramas,253625.0,49,"['argentine indie', 'argentine rock', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'rock nacional']",['ar (1)']
J SOUL BROTHERS III,0.0,52,"['j-division', 'j-pop', 'j-pop boy group']",['jp (11)']
Fouli,29310.0,46,"['danish hip hop', 'danish pop']",['dk (25)']
Pasto,293532.0,46,"['indonesian pop', 'indonesian pop rock']",['id (2)']
OHMYMEITING,11013.0,45,"['mandopop', 'singaporean mandopop', 'taiwan pop']",['tw (4)']
Flo Rida,8645421.0,77,"['dance pop', 'miami hip hop', 'pop', 'pop rap']","['us (6)', 'gb (6)', 'ar (5)', 'au (9)', 'at (10)', 'be (5)', 'bo (4)', 'br (4)', 'bg (7)', 'ca (7)', 'cl (3)', 'co (4)', 'cr (3)', 'cy (4)', 'cz (7)', 'dk (10)', 'do (3)', 'ec (4)', 'sv (3)', 'ee (8)', 'fi (10)', 'fr (4)', 'de (9)', 'gr (7)', 'gt (4)', 'hn (3)', 'hk (6)', 'hu (10)', 'is (7)', 'id (2)', 'ie (6)', 'it (5)', 'lv (8)', 'lt (8)', 'lu (4)', 'my (6)', 'mt (7)', 'mx (4)', 'nl (5)', 'nz (6)', 'ni (3)', 'no (16)', 'pa (3)', 'py (3)', 'pe (4)', 'ph (6)', 'pl (7)', 'pt (4)', 'sg (7)', 'sk (7)', 'es (4)', 'se (9)', 'ch (8)', 'tw (7)', 'tr (7)', 'uy (4)']"
We Rabbitz,16248.0,40,[],['sa (2)']
Florence + The Machine,6017975.0,75,"['baroque pop', 'pop', 'uk alternative pop']","['us (6)', 'gb (23)', 'au (10)', 'at (3)', 'be (6)', 'br (6)', 'bg (8)', 'ca (4)', 'cy (3)', 'cz (3)', 'ee (4)', 'fi (1)', 'fr (3)', 'de (5)', 'gr (7)', 'hu (6)', 'is (1)', 'in (1)', 'ie (21)', 'it (2)', 'lv (7)', 'lt (7)', 'lu (1)', 'mt (4)', 'nl (1)', 'nz (6)', 'no (3)', 'pl (31)', 'pt (18)', 'ro (3)', 'sg (1)', 'sk (4)', 'se (1)', 'ch (3)', 'tw (2)', 'tr (1)']"
